id,word,part_of_speech,phonetic,level,sources,tags,ko_first,ko_joined,en_definitions_joined,definitions_count,examples_joined,needs_korean_gloss
275f0d1fe1c6376e,economically,adverb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,호경기,호경기,with respect to economic science || with respect to the economic system || in an economical manner,3,economically this proposal makes no sense || economically the country is worse off,0
e27f78e91dbba302,economist,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,경제학자,경제학자,an expert in the science of economics,1,,0
39198ca979eb250f,ecstatic,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,"황홀한, 무아경의","황홀한, 무아경의",feeling great rapture or delight,1,,0
293c68f65c0625bb,educated,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,교육받은,교육받은,possessing an education (especially having more than average knowledge) || characterized by full comprehension of the problem involved,2,an educated guess || an enlightened electorate,0
a651731656a03031,educator,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,"교원, 교육자","교원, 교육자",someone who educates young people,1,,0
509bb702f570ab57,effectiveness,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,"유효, 효과","유효, 효과",capacity to produce strong physiological or chemical effects || power to be effective; the quality of being able to bring about an effect,2,the toxin's potency || the strength of the drinks,0
4f43aa58724d9c4c,efficacy,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_6 | dictionary | open_source | wordnet,"효능, 효력","효능, 효력",capacity or power to produce a desired effect,1,concern about the safety and efficacy of the vaccine,0
021462ef06f699b9,effluent,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_15 | dictionary | open_source | wordnet,"유출, 유출물, 유출하는","유출, 유출물, 유출하는",water mixed with waste matter || that is flowing outward,2,,0
6b3925a694a2fc4a,effusion,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_33 | dictionary | open_source | wordnet,"발로, 발산, 액체, 감정의 토로","발로, 발산, 액체, 감정의 토로",flow under pressure || an unrestrained expression of emotion,2,,0
9f35b48686fdd1d3,eggplant,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_39 | dictionary | open_source | wordnet,가지,가지,egg-shaped vegetable having a shiny skin typically dark purple but occasionally white or yellow || hairy upright herb native to southeastern Asia but widely cultivated for its large glossy edible fruit commonly used as a vegetable,2,,0
8634f084c4035c33,Egyptian,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | band_17 | dictionary | open_source | wordnet,"아시새, 이집트목화, 이집트사람, 이집트의","아시새, 이집트목화, 이집트사람, 이집트의",the ancient and now extinct language of Egypt under the Pharaohs; written records date back to 3000 BC || a native or inhabitant of Egypt || of or relating to or characteristic of Egypt or its people or their language,3,,0
70c6adb61515ca0e,eighteen,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,"십팔, 열여덟, 18의, 18세의","십팔, 열여덟, 18의, 18세의",the cardinal number that is the sum of seventeen and one || being one more than seventeen,2,,0
f1bffcaf0dc8d543,ejection,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_33 | dictionary | open_source | wordnet,"방축, 사출, 방출물","방축, 사출, 방출물",the act of expelling or projecting or ejecting || the act of forcing out someone or something,2,the ejection of troublemakers by the police || the child's expulsion from school,0
76db5965c64a3e5c,elaborate,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_10 | dictionary | nawl | open_source | wordnet,"힘들인, 면밀하게, 면밀한","힘들인, 면밀하게, 면밀한","work out in detail || make more complex, intricate, or richer || add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing || produce from basic elements or sources; change into a more developed product || developed or executed with care and in minute detail; ; - John Buchan || marked by complexity and richness of detail",6,elaborate a plan || refine a design or pattern || She elaborated on the main ideas in her dissertation,0
988eb4980904d428,elastic,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_19 | dictionary | nawl | open_source | wordnet,"고무줄, 탄성률, 낭창한, 양쪽의고무 천","고무줄, 탄성률, 낭창한, 양쪽의고무 천",a fabric made of yarns containing an elastic material || a narrow band of elastic rubber used to hold things (such as papers) together || capable of resuming original shape after stretching or compression; springy || able to adjust readily to different conditions,4,an elastic band || a youthful and elastic walk || an adaptable person,0
d8f9e9ada49faa42,elasticity,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_16 | dictionary | nawl | open_source | wordnet,"탄력, 탄성, 신축성, 쾌활함","탄력, 탄성, 신축성, 쾌활함",the tendency of a body to return to its original shape after it has been stretched or compressed,1,the waistband had lost its snap,0
ed9c23eac641c152,election,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,"선거, 선임, 선거구, 선거일, 선거 운동","선거, 선임, 선거구, 선거일, 선거 운동",the act of selecting someone or something; the exercise of deliberate choice || a vote to select the winner of a position or political office || the predestination of some individuals as objects of divine mercy (especially as conceived by Calvinists) || the status or fact of being elected,4,her election of medicine as a profession || the results of the election will be announced tonight || they celebrated his election,0
459fab93f3d8e744,elective,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_18 | band_40 | dictionary | open_source | wordnet,"친화력, 선거하는, 선임의, 선택의","친화력, 선거하는, 선임의, 선택의",a course that the student can select from among alternatives || subject to popular election || not compulsory,3,elective official || elective surgery || an elective course of study,0
22d362f033d9bd28,electric,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | band_5 | dictionary | open_source | wordnet,"뇌우, 전계, 전력, 전압, 면도기","뇌우, 전계, 전력, 전압, 면도기",a car that is powered by electricity || affected by emotion as if by electricity; thrilling || (of a situation) exceptionally tense || using or providing or producing or transmitting or operated by electricity,4,gave an electric reading of the play || the new leader had a galvanic effect on morale || an atmosphere electric with suspicion,0
da005969e9d1d55a,electron,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,"전자, 전자 빔, 전자 공학, 전자 기체, 전자 렌즈","전자, 전자 빔, 전자 공학, 전자 기체, 전자 렌즈",an elementary particle with negative charge,1,,0
b6693b8cac7ad1bc,elegance,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_27 | dictionary | open_source | wordnet,"단아, 우미, 우아, 운치, 고상함","단아, 우미, 우아, 운치, 고상함",a refined quality of gracefulness and good taste || a quality of neatness and ingenious simplicity in the solution of a problem (especially in science or mathematics),2,she conveys an aura of elegance and gentility || the simplicity and elegance of his invention,0
b67ea5e66e3ec0ee,elementary,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,"초딩, 소립자, 소학교, 국민학교, 초등학교","초딩, 소립자, 소학교, 국민학교, 초등학교",easy and not involved or complicated || of or being the essential or basic part || of or pertaining to or characteristic of elementary school or elementary education,3,"an elementary problem in statistics || elementary, my dear Watson || a simple game",0
0ae9e4deba260219,elephant,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"융조, 코끼리, 바다코끼리","융조, 코끼리, 바다코끼리",five-toed pachyderm || the symbol of the Republican Party; introduced in cartoons by Thomas Nast in 1874,2,,0
4a190bf2c1e0cf2b,elevate,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"높이다, 앙양하다, 향상시키다, 기분을 들뜨게하다, 기운을 북돋아주다","높이다, 앙양하다, 향상시키다, 기분을 들뜨게하다, 기운을 북돋아주다",raise in rank or condition || raise from a lower to a higher position || give a promotion to or assign to a higher position,3,The new law lifted many people from poverty || Raise your hands || Lift a load,0
34f6576393064a20,elevated,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,"거나한, 고상한, 고가 철도","거나한, 고상한, 고가 철도",a railway that is powered by electricity and that runs on a track that is raised above the street level || increased in amount or degree || raised above the ground || of high moral or intellectual value; elevated in nature or style; ; - Oliver Franks,4,raised temperature || an elevated platform || an exalted ideal,0
f1644715ea690c66,elevation,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"입면, 축대, 해발, 향상, 공중의 순간 정지","입면, 축대, 해발, 향상, 공중의 순간 정지",the act of increasing the wealth or prestige or power or scope of something || drawing of an exterior of a structure || (ballet) the height of a dancer's leap or jump || distance of something above a reference point (such as sea level) || the event of something being raised upward || a raised or elevated geological formation,6,the aggrandizement of the king || his elevation to cardinal || a dancer of exceptional elevation,0
d5360d9be832b5fe,elevator,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_19 | dictionary | open_source | wordnet,"승강기, 승강장, 곡물창고, 엘리베이터","승강기, 승강장, 곡물창고, 엘리베이터",lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building || the airfoil on the tailplane of an aircraft that makes it ascend or descend,2,,0
50376c5fc311dcec,eleventh,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_21 | dictionary | open_source | wordnet,"막판, 열한째, 제11의, 마지막 기회, 최후의 순간","막판, 열한째, 제11의, 마지막 기회, 최후의 순간",position 11 in a countable series of things || coming next after the tenth and just before the twelfth in position,2,,0
5ec9cb327b277b21,eligible,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_9 | dictionary | open_source | wordnet,"적임의, 택해도 좋은, 뽑힐 자격 있는","적임의, 택해도 좋은, 뽑힐 자격 있는",qualified for or allowed or worthy of being chosen,1,eligible to run for office || eligible for retirement benefits || an eligible bachelor,0
fb3a4b96066b1db3,elimination,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"배출, 소거, 제거","배출, 소거, 제거",the murder of a competitor || the act of removing or getting rid of something || the act of removing an unknown mathematical quantity by combining equations || analysis of a problem into alternative possibilities followed by the systematic rejection of unacceptable alternatives || the bodily process of discharging waste matter,5,,0
8fc09b916932134f,elite,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_21 | band_4 | dictionary | nawl | open_source | wordnet,"친위, 앨리트, 엘리트, 친위대","친위, 앨리트, 엘리트, 친위대",a group or class of persons enjoying superior intellectual or social or economic status || selected as the best,2,an elect circle of artists || elite colleges,0
d2c26414c3b6d01c,eloquent,adjective,,AVL,AVL | Korean Wiktionary (ko.wiktionary.org) | WordNet,avl | band_22 | dictionary | open_source | wordnet,"웅변의, 능변인","웅변의, 능변인","expressing yourself readily, clearly, effectively",1,able to dazzle with his facile tongue || silver speech,0
cfff27c96089b931,embed,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"짜기, 깊이 간직하다","짜기, 깊이 간직하다","attach to, as a journalist to a military unit when reporting on a war || fix or set securely or deeply",2,The young reporter was embedded with the Third Division || He planted a knee in the back of his opponent || The dentist implanted a tooth in the gum,0
792496cdf1c1b5b9,embedded,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,내장형,내장형,inserted as an integral part of a surrounding whole || enclosed firmly in a surrounding mass,2,confused by the embedded Latin quotations || an embedded subordinate clause || found pebbles embedded in the silt,0
336891efa01294d8,emblazon,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_42 | dictionary | open_source | wordnet,화려하게 장식하다,화려하게 장식하다,decorate with heraldic arms || decorate with colors,2,color the walls with paint in warm tones,0
e565406dbfedc3bd,embolden,verb,,AVL,AVL | WordNet,avl | band_37 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,give encouragement to,1,,1
125cbc5ceeae7419,emergence,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,출현,출현,the act of coming (or going) out; becoming apparent || the act of emerging || the becoming visible || the gradual beginning or coming forth,4,not a day's difference between the emergence of the andrenas and the opening of the willow catkins || figurines presage the emergence of sculpture in Greece,0
6e96d3f6d8d76b5f,emergent,adjective,,AVL,AVL | WordNet,avl | band_15 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,coming into existence || occurring unexpectedly and requiring urgent action,2,an emergent republic || emergent repair of an aorta,1
67b5312ab66ce603,emerging,adjective,,AVL,AVL | WordNet,avl | band_6 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,coming into existence || coming to maturity,2,an emergent republic || the rising generation,1
7457bf85a458d985,emeritus,noun,,AVL,AVL | WordNet,avl | band_19 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,a professor or minister who is retired from assigned duties || honorably retired from assigned duties and retaining your title along with the additional title `emeritus' as in `professor emeritus',2,,1
c393e04de4d6a4f7,emigrant,noun,,AVL,AVL | Korean Wiktionary (ko.wiktionary.org) | WordNet,avl | band_18 | dictionary | open_source | wordnet,고향을 떠나 다른 나라로 가서 사는 사람. 국외 이주자,고향을 떠나 다른 나라로 가서 사는 사람. 국외 이주자,someone who leaves one country to settle in another,1,,0
33a33868f7da422d,emigrate,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_19 | dictionary | open_source | wordnet,이주하다,이주하다,leave one's country of residence for a new one,1,Many people had to emigrate during the Nazi period,0
8004a28c377026f3,eminence,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_33 | dictionary | open_source | wordnet,"고귀, 저명, 탁월, 숨은 실력자, 심복 앞잡이","고귀, 저명, 탁월, 숨은 실력자, 심복 앞잡이",a protuberance on a bone especially for attachment of a muscle or ligament || high status importance owing to marked superiority,2,a scholar of great eminence,0
b25a4d35fd963a5b,emissary,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_33 | dictionary | open_source | wordnet,"간첩, 밀사, 사자","간첩, 밀사, 사자",someone sent on a mission to represent the interests of someone else,1,,0
b5da25e0cd1def45,emission,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_3 | dictionary | nawl | open_source | wordnet,"발산, 방사, 방출, 배출권","발산, 방사, 방출, 배출권",the act of emitting; causing to flow forth || the occurrence of a flow of water (as from a pipe) || any of several bodily processes by which substances go out of the body || the release of electrons from parent atoms || a substance that is emitted or released,5,the discharge of pus,0
2e96e89125f4c1ae,emit,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_10 | dictionary | nawl | open_source | wordnet,"내다, 발하다, 발행하다","내다, 발하다, 발행하다","expel (gases or odors) || express audibly; utter sounds (not necessarily words) || give off, send forth, or discharge; as of light, heat, or radiation, vapor, etc.",3,She let out a big heavy sigh || He uttered strange sounds that nobody could understand || The ozone layer blocks some harmful rays which the sun emits,0
e62211c3852954d9,empathic,adjective,,AVL,AVL | WordNet,avl | band_26 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,showing empathy or ready comprehension of others' states,1,a sensitive and empathetic school counselor,1
f9430dadc97eaa4f,emperor,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,"천자, 황제, 산누에나방, 엠퍼러펭귄","천자, 황제, 산누에나방, 엠퍼러펭귄",large richly colored butterfly || large moth of temperate forests of Eurasia having heavily scaled transparent wings || red table grape of California || the male ruler of an empire,4,,0
ace107435ed14e45,emphasis,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_3 | dictionary | open_source | wordnet,"강세, 강조, 문세, 어세, 역설","강세, 강조, 문세, 어세, 역설",intensity or forcefulness of expression || the relative prominence of a syllable or musical note (especially with regard to stress or pitch) || special and significant stress by means of position or repetition e.g. || special importance or significance,4,the vehemence of his denial || his emphasis on civil rights || he put the stress on the wrong syllable,0
963188224fe7314b,emphatic,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_30 | dictionary | open_source | wordnet,"도다, 엉망진창, 강조한","도다, 엉망진창, 강조한",forceful and definite in expression or action || sudden and strong || spoken with emphasis,3,the document contained a particularly emphatic guarantee of religious liberty || an emphatic no || an emphatic word,0
031a205b77e89688,empirical,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"실증, 실험식, 경험적인, 경험적으로, 경험주의적","실증, 실험식, 경험적인, 경험적으로, 경험주의적",derived from experiment and observation rather than theory || relying on medical quackery,2,an empirical basis for an ethical theory || empirical laws || empirical data,0
f9cf6f58196fc407,employed,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | dictionary | open_source | wordnet,"쓰이다, 사용되다, 고용자들, 취직하고 있는","쓰이다, 사용되다, 고용자들, 취직하고 있는",having your services engaged for; or having a job especially one that pays wages or a salary || put to use,2,most of our graduates are employed,0
caf322f0bbed721e,employee,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | dictionary | open_source | wordnet,"사원, 직원, 회원, 고용인, 임직원","사원, 직원, 회원, 고용인, 임직원",a worker who is hired to perform a job,1,,0
70cafc7ba74a3fc9,employer,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_5 | dictionary | open_source | wordnet,"고용주, 사용자","고용주, 사용자",a person or firm that employs workers,1,,0
ce2f9f62adc2cc95,emulsion,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_38 | dictionary | open_source | wordnet,유제,유제,a light-sensitive coating on paper or film; consists of fine grains of silver bromide suspended in a gelatin || (chemistry) a colloid in which both phases are liquids,2,an oil-in-water emulsion,0
efe0537c4731e5df,enabling,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_35 | dictionary | open_source | wordnet,수권법,수권법,providing legal power or sanction,1,an enabling resolution || enabling power,0
e21d0c4110b8fa79,encircle,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_25 | dictionary | open_source | wordnet,"둘리다, 둘러싸다, 에두르다, 일주하다","둘리다, 둘러싸다, 에두르다, 일주하다",bind with something round or circular || form or draw a circle around,2,encircle the errors,0
d31a503a2199cfc9,enclosed,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_24 | dictionary | open_source | wordnet,갑갑하다,갑갑하다,closed in or surrounded or included within,1,an enclosed porch || an enclosed yard || the enclosed check is to cover shipping and handling,0
a8923bb6da557462,encode,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_14 | dictionary | nawl | open_source | wordnet,암호화하다,암호화하다,convert information into code,1,encode pictures digitally,0
f056631b27305d77,encroach,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_28 | dictionary | open_source | wordnet,"잠식하다, 침입하다","잠식하다, 침입하다",advance beyond the usual limit || impinge or infringe upon,2,This impinges on my rights as an individual || This matter entrenches on other domains,0
7587ff7c550b65da,end-user,,,AVL,AVL,avl | band_37 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: end-user.,1,,1
870de97dafaedbdc,endanger,verb,,AVL,AVL | WordNet,avl | band_15 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,"put in a dangerous, disadvantageous, or difficult position || pose a threat to; present a danger to",2,The pollution is endangering the crops,1
2c84ef5af854a4ee,endeavor,noun,,AVL,AVL | Korean Wiktionary (ko.wiktionary.org) | WordNet,avl | band_20 | band_9 | dictionary | open_source | wordnet,"노력, 노력하다, 시도하다","노력, 노력하다, 시도하다",earnest and conscientious activity intended to do or accomplish something || a purposeful or industrious undertaking (especially one that requires effort or boldness) || attempt by employing effort,3,made an effort to cover all the reading material || wished him luck in his endeavor || she gave it a good try,0
e13fe41b5c330dd9,endpoint,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_23 | dictionary | open_source | wordnet,종점,종점,a place where something ends or is complete,1,,0
976229739e4079f8,enduring,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"견인, 참는, 영속적","견인, 참는, 영속적",patiently bearing continual wrongs or trouble || lasting a long time,2,an enduring disposition || a long-suffering and uncomplaining wife || an abiding belief,0
7ef9f4aedc417a3e,energize,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_19 | dictionary | open_source | wordnet,활기띠게하다,활기띠게하다,cause to be alert and energetic || raise to a higher energy level,2,Coffee and tea stimulate me || This herbal infusion doesn't stimulate || excite the atoms,0
dc9720f398ced6b8,enforced,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_30 | dictionary | open_source | wordnet,"실시되다, 강제된","실시되다, 강제된",forced or compelled or put in force,1,a life of enforced inactivity || enforced obedience,0
c2b99a50e21514c1,enforcement,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"경관, 시행, 실시, 집행","경관, 시행, 실시, 집행",the act of enforcing; ensuring observance of or obedience to,1,,0
2fd922879a084be5,enforcer,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_40 | dictionary | open_source | wordnet,"시행자, 집행자","시행자, 집행자",one whose job it is to execute unpleasant tasks for a superior,1,,0
cf7b1657eb00961d,engaging,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,"마음 끄는, 매력 있는","마음 끄는, 매력 있는",attracting or delighting,1,an engaging frankness || a piquant face with large appealing eyes,0
93fd81746495a471,engender,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_12 | dictionary | open_source | wordnet,야기하다,야기하다,make (offspring) by reproduction || call forth,2,Abraham begot Isaac || John fathered four daughters,0
8d7050ffcf7a2ee2,engineer,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_16 | band_3 | dictionary | open_source | wordnet,"공병, 기사, 설계하다, 공병단, 공학가","공병, 기사, 설계하다, 공병단, 공학가",a person who uses scientific knowledge to solve practical problems || the operator of a railway locomotive || plan and direct (a complex undertaking) || design as an engineer,4,he masterminded the robbery || He engineered the water supply project,0
3495aafc28b06be4,engraved,adjective,,AVL,AVL | WordNet,avl | band_41 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,cut or impressed into a surface,1,an incised design || engraved invitations,1
2f7e4684cc51c241,enhanced,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,높인,높인,increased or intensified in value or beauty or quality,1,her enhanced beauty was the result of a good night's sleep rather than makeup || careful cleaning was responsible for the enhanced value of the painting,0
445945cb8b699c38,enlarged,adjective,,AVL,AVL | WordNet,avl | band_23 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,(of an organ or body part) excessively enlarged as a result of increased size in the constituent cells || enlarged to an abnormal degree || larger than normal || as of a photograph; made larger,4,hypertrophied myocardial fibers || thick lenses exaggerated the size of her eyes || enlarged joints,1
46b34019abdeece8,enormity,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_39 | dictionary | open_source | wordnet,극악,극악,an act of extreme wickedness || the quality of extreme wickedness || the quality of being outrageous || vastness of size or extent,4,in careful usage the noun enormity is not used to express the idea of great size || universities recognized the enormity of their task,0
b3d6a9b743ac2d7e,enormous,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_6 | dictionary | open_source | wordnet,"거대하다, 거창하다, 대단하다, 막대하다","거대하다, 거창하다, 대단하다, 막대하다",extraordinarily large in size or extent or amount or power or degree; ; ; ; - Walter Lippman,1,an enormous boulder || enormous expenses || tremendous sweeping plains,0
f57cefb229ba4369,enormously,adverb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_16 | dictionary | nawl | open_source | wordnet,터무니없이,터무니없이,extremely,1,he was enormously popular,0
64d262d4df214987,enriched,,,AVL,AVL | Kengdic | cc-kedict,avl | band_26 | needs_definition | open_source,농축 우라늄,농축 우라늄,Open-source vocabulary entry for IELTS offline study: enriched.,1,,0
7c81cbbbfe35ec22,enrollee,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_36 | dictionary | open_source | wordnet,입회자,입회자,a person who enrolls in (or is enrolled in) a class or course of study,1,,0
56040ec464d8db38,ensemble,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_8 | dictionary | open_source | wordnet,"총체, 공연자, 앙상블, 합창단, 전체적효과","총체, 공연자, 앙상블, 합창단, 전체적효과",a coordinated outfit (set of clothing) || an assemblage of parts or details (as in a work of art) considered as forming a whole || a group of musicians playing or singing together || the chorus of a ballet company || a cast other than the principals,5,a string ensemble,0
19f1a3d32b8994bc,enshrine,verb,,AVL,AVL | WordNet,avl | band_26 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,enclose in a shrine || hold sacred,2,the saint's bones were enshrined in the cathedral,1
4f29724fa6a937b0,entangle,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_27 | dictionary | open_source | wordnet,"곤란케 하다, 얽히게 하다","곤란케 하다, 얽히게 하다",twist together or entwine into a confusing mass || entrap,2,The child entangled the cord || Our people should not be mired in the past,0
95867331663e861a,enthrall,verb,,AVL,AVL | WordNet,avl | band_42 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,hold spellbound,1,,1
7c59660e59bb77c7,enticing,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_36 | dictionary | open_source | wordnet,"유인, 유혹적인","유인, 유혹적인",highly attractive and able to arouse hope or desire,1,an alluring prospect || her alluring smile || the voice was low and beguiling,0
28bd160f4ca39166,entirely,adverb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_4 | dictionary | open_source | wordnet,"싹, 푹, 아예, 온통, 일절","싹, 푹, 아예, 온통, 일절",to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly') || without any others being included or involved,2,he was wholly convinced || entirely satisfied with the meal || it was completely different from what we expected,0
d8b251c1b5f9a0f3,entirety,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_22 | dictionary | open_source | wordnet,"모두, 일체, 전면, 전액, 온전함","모두, 일체, 전면, 전액, 온전함",the state of being total and complete,1,he read the article in its entirety || appalled by the totality of the destruction,0
e711631380ef1b42,entity,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"개체, 실체","개체, 실체",that which is perceived or known or inferred to have its own distinct existence (living or nonliving),1,,0
df33994d15593333,entrance,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_9 | dictionary | open_source | wordnet,"닙, 입, 가입, 등장, 오래","닙, 입, 가입, 등장, 오래",the act of entering || something that provides access (to get in or get out) || a movement into or inward || put into a trance || attract; cause to be enamored,5,she made a grand entrance || they waited at the entrance to the garden || beggars waited just outside the entryway to the cathedral,0
